career_field,current_education_level,budget_constraint,timeline_urgency,years_of_experience,gpa_percentile,research_experience_months,project_portfolio_count,viability_score
Tech Writer,Master in Data Science,Limited,Soon (6-12 months),5.0,0.5544387275775392,13.0,3.0,0.4741777785997196
YouTuber,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.5820104844743641,10.0,2.0,0.4851543719898911
UX Designer,Bachelor in Economics,Moderate,Moderate (1-2 years),4.0,0.4161969185291196,25.0,2.0,0.4770272951383685
Tech Writer,Bachelor in Physics,Limited,Moderate (1-2 years),6.0,0.5525894982434,24.0,4.0,0.4165515832735549
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),6.0,0.5057014674619856,35.0,3.0,0.3883365730441092
Tech Writer,Bachelor in Economics,Limited,Moderate (1-2 years),3.0,0.5252423662378454,33.0,2.0,0.4593602353768438
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),4.0,0.4078402295071364,13.0,2.0,0.509276916879472
UX Designer,Bachelor in Economics,Limited,Soon (6-12 months),2.0,0.5517705251933168,25.0,2.0,0.5044100903759519
Tech Writer,Bachelor in Physics,Moderate,Moderate (1-2 years),2.0,0.5016291996083829,28.0,3.0,0.5215115245569207
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),6.0,0.5869422994899849,17.0,4.0,0.4577813068919156
Tech Writer,Bachelor in Physics,Limited,Soon (6-12 months),6.0,0.5074538425277189,34.0,4.0,0.5229846075427602
Tech Writer,Bachelor in Physics,Limited,Soon (6-12 months),2.0,0.6434028770854123,13.0,3.0,0.3816365819977548
Data Scientist,Master in Data Science,Limited,Soon (6-12 months),5.0,0.570780023208159,28.0,4.0,0.4970378668896344
QA Engineer,Master in Data Science,Limited,SOON (6-12 MONTHS),5.0,0.6318894647738216,29.0,2.0,0.3679140315860187
Tech Writer,Bachelor in Economics,Limited,Soon (6-12 months),4.0,0.5314271648091107,8.0,3.0,0.4075287861773005
QA Engineer,Bachelor in Physics,Limited,Moderate (1-2 years),6.0,0.5318660898289369,30.0,3.0,0.3581686733833234
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),2.0,0.4090143722983481,19.0,4.0,0.427121911435981
QA Engineer,Master in Data Science,Moderate,Soon (6-12 months),3.0,0.4933570502364959,6.0,2.0,0.4562058667936272
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),2.0,0.6441607335328555,7.0,2.0,0.4663625460849949
Data Scientist,Bachelor in Physics,Limited,Soon (6-12 months),5.0,0.5300953732416281,29.0,4.0,0.4704651114133794
Tech Writer,Bachelor in Economics,Moderate,Soon (6-12 months),3.0,0.4100084563938193,32.0,2.0,0.3514618216940928
Tech Writer,Master in Data Science,Limited,Soon (6-12 months),4.0,0.5543344368138956,28.0,2.0,0.5096080438483382
Tech Writer,Master in Data Science,Moderate,Soon (6-12 months),2.0,0.5891736326713566,19.0,4.0,0.4308105918958291
Tech Writer,Bachelor in Economics,Limited,Soon (6-12 months),4.0,0.508629644484174,10.0,4.0,0.453961610302612
UX Designer,Bachelor in Physics,Limited,Moderate (1-2 years),6.0,0.4479708164624596,24.0,3.0,0.3759688781193624
Data Scientist,Bachelor in Physics,Limited,Soon (6-12 months),3.0,0.5627323151544976,35.0,2.0,0.3880612544777615
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),2.0,0.5840324114165282,30.0,2.0,0.5046839810263593
QA Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.5287389628153409,10.0,2.0,0.5002503999315058
QA Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.4255406045536852,10.0,3.0,0.4664158693514713
Data Scientist,Bachelor in Economics,Limited,SOON (6-12 MONTHS),6.0,0.6391853550070209,22.0,2.0,0.3715282528720917
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),5.0,0.6371874845024491,22.0,2.0,0.41471998094328
QA Engineer,Master in Data Science,Moderate,Moderate (1-2 years),4.0,0.4111752691467248,19.0,4.0,0.3528602332133361
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),4.0,0.4498852984089828,14.0,4.0,0.4860228867636961
UX Designer,Bachelor in Economics,Moderate,Soon (6-12 months),4.0,0.4951503839169533,21.0,4.0,0.412278474707506
UX Designer,Bachelor in Physics,Limited,Soon (6-12 months),6.0,0.4136402372731963,34.0,4.0,0.4023034277220957
QA Engineer,Bachelor in Economics,Moderate,Moderate (1-2 years),5.0,0.6243660592515943,10.0,4.0,0.4921128431197922
QA Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),3.0,0.6415941625963323,16.0,4.0,0.380357657551573
Tech Writer,Bachelor in Physics,Moderate,Soon (6-12 months),3.0,0.6006052547439786,15.0,2.0,0.3814576973293624
Data Scientist,Master in Data Science,Limited,Moderate (1-2 years),6.0,0.5297459082376668,13.0,3.0,0.3802460468537568
Data Scientist,Bachelor in Physics,Moderate,Moderate (1-2 years),5.0,0.6477846930712926,31.0,2.0,0.4264104912726694
UX Designer,Master in Data Science,Limited,Soon (6-12 months),3.0,0.5820346009745235,35.0,3.0,0.5162721955048354
UX Designer,Bachelor in Economics,Moderate,Soon (6-12 months),6.0,0.5570893581622092,24.0,3.0,0.455077805556155
UX Designer,Master in Data Science,Moderate,Moderate (1-2 years),4.0,0.62338072702463,8.0,2.0,0.4219215965882669
UX Designer,Bachelor in Economics,Limited,Soon (6-12 months),2.0,0.5568774393039994,16.0,2.0,0.4785700917878769
QA Engineer,Master in Data Science,Moderate,Moderate (1-2 years),5.0,0.6238350297658527,30.0,2.0,0.549739655005808
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),5.0,0.5348650642117685,35.0,4.0,0.5302702321779534
Tech Writer,Bachelor in Physics,Moderate,Soon (6-12 months),2.0,0.6366270606023032,30.0,2.0,0.3613092094400409
UX Designer,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.4056545001977844,14.0,4.0,0.4403760071162414
QA Engineer,Bachelor in Economics,Limited,Soon (6-12 months),2.0,0.4294822339067997,16.0,4.0,0.4395480598559167
Tech Writer,Bachelor in Economics,Limited,Moderate (1-2 years),2.0,0.5725889672532335,7.0,4.0,0.5117359064909633
UX Designer,Bachelor in Physics,Limited,Moderate (1-2 years),6.0,0.5667874297847759,16.0,4.0,0.3922990615466445
Data Scientist,Bachelor in Economics,Moderate,Soon (6-12 months),4.0,0.5155669874089353,19.0,3.0,0.3881100902197785
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.516721697733382,30.0,4.0,0.5386656822886016
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),4.0,0.5073074584415114,35.0,3.0,0.4934962286417311
Tech Writer,Master in Data Science,Limited,Moderate (1-2 years),3.0,0.4608281630705922,30.0,4.0,0.5408661401467085
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),2.0,0.4702861350689862,30.0,4.0,0.4369522143728711
Tech Writer,Bachelor in Economics,Moderate,Moderate (1-2 years),2.0,0.4317012554656502,28.0,3.0,0.4219596923300386
Data Scientist,Master in Data Science,Moderate,Soon (6-12 months),3.0,0.558677300793446,22.0,2.0,0.5005129907360656
QA Engineer,Bachelor in Economics,Limited,Soon (6-12 months),5.0,0.5924455138253246,31.0,4.0,0.4314594698611619
Data Scientist,Master in Data Science,Limited,Soon (6-12 months),2.0,0.4874588107827465,11.0,4.0,0.5402706328126521
QA Engineer,Master in Data Science,Moderate,Soon (6-12 months),6.0,0.4155090408588167,31.0,2.0,0.5347494082100134
Tech Writer,Bachelor in Physics,Limited,Soon (6-12 months),4.0,0.5077053511063749,31.0,2.0,0.389794778588481
UX Designer,Bachelor in Physics,Limited,Moderate (1-2 years),3.0,0.5669628178264488,15.0,2.0,0.4129519123277653
Tech Writer,Master in Data Science,Limited,Moderate (1-2 years),4.0,0.4453419761896128,26.0,2.0,0.4314032628202258
Tech Writer,Bachelor in Economics,Limited,Moderate (1-2 years),4.0,0.626912480813133,12.0,4.0,0.5201750011141002
UX Designer,Bachelor in Economics,Moderate,Soon (6-12 months),5.0,0.5420510787814492,34.0,4.0,0.3835993940622613
UX Designer,Bachelor in Physics,Moderate,Moderate (1-2 years),2.0,0.4778857431099752,31.0,3.0,0.3661474487719331
UX Designer,Master in Data Science,Limited,Soon (6-12 months),4.0,0.598840213424005,10.0,3.0,0.4056866344092524
Tech Writer,Master in Data Science,Limited,Moderate (1-2 years),4.0,0.5804692065348575,8.0,2.0,0.5162107608248411
UX Designer,Bachelor in Economics,Moderate,Soon (6-12 months),3.0,0.5376605732253059,21.0,2.0,0.3853900852127446
Tech Writer,Master in Data Science,Moderate,Moderate (1-2 years),2.0,0.5263628407934076,10.0,4.0,0.36295037912913
QA Engineer,Master in Data Science,Moderate,Soon (6-12 months),4.0,0.5678004513069426,30.0,4.0,0.5425759459674271
Tech Writer,Bachelor in Economics,Moderate,Moderate (1-2 years),3.0,0.5774341583313793,31.0,3.0,0.4836818271646925
QA Engineer,Bachelor in Economics,Limited,Soon (6-12 months),4.0,0.6038982626571225,17.0,3.0,0.3948317617003132
UX Designer,Master in Data Science,Limited,Moderate (1-2 years),5.0,0.6122923663299131,29.0,3.0,0.3657482748768005
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),5.0,0.6045586424210128,26.0,2.0,0.3990493416078415
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),2.0,0.4658193132087797,25.0,3.0,0.3593723482603809
UX Designer,Bachelor in Physics,Moderate,Soon (6-12 months),4.0,0.4726563053367688,27.0,3.0,0.4579251074790239
UX Designer,Master in Data Science,Moderate,Soon (6-12 months),3.0,0.5613169024837479,7.0,2.0,0.4708432634334699
UX Designer,Bachelor in Physics,Moderate,Soon (6-12 months),3.0,0.4341849243002543,22.0,3.0,0.3504947079551731
UX Designer,Master in Data Science,Limited,Soon (6-12 months),3.0,0.6336335649808016,7.0,4.0,0.4487259275127462
Data Scientist,Bachelor in Physics,Limited,Soon (6-12 months),2.0,0.538115643814774,32.0,2.0,0.546852891766978
Data Scientist,Bachelor in Physics,Limited,Soon (6-12 months),6.0,0.6355529807146436,17.0,2.0,0.3577518414310215
Tech Writer,Bachelor in Physics,Limited,Soon (6-12 months),6.0,0.5358970846664024,8.0,3.0,0.4471189373620469
QA Engineer,Bachelor in Economics,Moderate,Soon (6-12 months),2.0,0.5575941244703403,16.0,4.0,0.3750029426563936
UX Designer,Master in Data Science,Limited,Soon (6-12 months),5.0,0.4303558126441927,15.0,2.0,0.4546682894904296
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),5.0,0.6090817943312883,30.0,4.0,0.4307386770861863
Tech Writer,Master in Data Science,Moderate,Soon (6-12 months),6.0,0.568911689779169,12.0,4.0,0.4023813837703791
UX Designer,Master in Data Science,Moderate,Moderate (1-2 years),4.0,0.4321999107689992,14.0,4.0,0.4662162154101179
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),4.0,0.5591386295489471,21.0,2.0,0.4526736926269201
UX Designer,Master in Data Science,Limited,Soon (6-12 months),6.0,0.4173119901985596,16.0,4.0,0.5367782635701333
Data Scientist,Master in Data Science,Limited,Soon (6-12 months),6.0,0.614643745384394,19.0,4.0,0.3570623578719925
Data Scientist,Bachelor in Economics,Limited,SOON (6-12 MONTHS),2.0,0.6155272435675958,22.0,4.0,0.405401117102361
UX Designer,Master in Data Science,Limited,Moderate (1-2 years),5.0,0.4063848541661131,19.0,3.0,0.3535396508917406
Data Scientist,Master in Data Science,Moderate,Soon (6-12 months),6.0,0.5215401903743018,9.0,3.0,0.4637209724417297
UX Designer,Bachelor in Physics,Limited,Soon (6-12 months),6.0,0.5500103136091057,32.0,4.0,0.371800848643713
Tech Writer,Bachelor in Physics,Limited,Soon (6-12 months),2.0,0.6239543072089105,28.0,4.0,0.5056061991909254
Data Scientist,Bachelor in Economics,Moderate,Moderate (1-2 years),5.0,0.5536871506974433,24.0,3.0,0.5018761849243213
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),2.0,0.4210596362246583,22.0,4.0,0.3623644492232128
UX Designer,Bachelor in Economics,Moderate,Soon (6-12 months),4.0,0.5451959885676492,34.0,4.0,0.370885946432024
UX Designer,Bachelor in Economics,Moderate,Moderate (1-2 years),2.0,0.4595004909143272,16.0,3.0,0.3654572818875142
Tech Writer,Bachelor in Economics,Moderate,Soon (6-12 months),5.0,0.582339632069305,16.0,2.0,0.3602996707333279
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),4.0,0.612156362698422,14.0,2.0,0.3675677448423624
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),4.0,0.4190415529953505,16.0,2.0,0.4780317805788871
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),3.0,0.6357445607937968,11.0,4.0,0.4627692375852108
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),5.0,0.5783143347140557,17.0,2.0,0.4169471022162506
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),6.0,0.435320855371347,30.0,2.0,0.4488560514665745
QA Engineer,Bachelor in Physics,Limited,Moderate (1-2 years),3.0,0.5563544584560886,17.0,4.0,0.39886255853492
UX Designer,Master in Data Science,Limited,Moderate (1-2 years),6.0,0.5393998392564994,26.0,4.0,0.5316636003617216
Tech Writer,Bachelor in Economics,Limited,Soon (6-12 months),4.0,0.6264789773833181,10.0,3.0,0.470874939060276
UX Designer,Master in Data Science,Moderate,Soon (6-12 months),4.0,0.5149432496969135,21.0,2.0,0.4195804140340714
QA Engineer,Bachelor in Physics,Limited,Soon (6-12 months),5.0,0.4235680516925616,28.0,3.0,0.5072465242444144
QA Engineer,Master in Data Science,Limited,Soon (6-12 months),5.0,0.4122168352900359,25.0,3.0,0.3640995446505488
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),2.0,0.5224176664989036,32.0,3.0,0.4391290514604699
QA Engineer,Bachelor in Physics,Limited,Moderate (1-2 years),5.0,0.5396614198771159,17.0,3.0,0.5111139083203178
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),4.0,0.4923178122510253,9.0,4.0,0.3646598860212319
QA Engineer,Bachelor in Economics,Limited,Soon (6-12 months),6.0,0.6124813084862444,16.0,2.0,0.4773383944937173
Tech Writer,Bachelor in Economics,Limited,Soon (6-12 months),2.0,0.4479458200661731,12.0,2.0,0.4567359724039124
Tech Writer,Bachelor in Physics,Moderate,Moderate (1-2 years),5.0,0.6085529075314717,28.0,2.0,0.427016563965377
QA Engineer,Master in Data Science,Moderate,Soon (6-12 months),4.0,0.6056772881875169,33.0,3.0,0.4539550983606751
QA Engineer,Bachelor in Economics,Moderate,Soon (6-12 months),6.0,0.4032298122464801,17.0,3.0,0.3929588389594232
Data Scientist,Master in Data Science,Limited,Moderate (1-2 years),4.0,0.4453692279982388,13.0,2.0,0.5058738706036443
UX Designer,Bachelor in Economics,Limited,Moderate (1-2 years),6.0,0.5151565010997743,16.0,3.0,0.510426064415656
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),3.0,0.4920697415176727,26.0,2.0,0.4973322636344499
QA Engineer,Bachelor in Economics,Moderate,Soon (6-12 months),3.0,0.4529222613094827,14.0,3.0,0.4547621077489874
UX Designer,Bachelor in Physics,Moderate,Soon (6-12 months),2.0,0.5013560729083733,24.0,2.0,0.3537933342248448
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),3.0,0.5912970641957859,34.0,4.0,0.5429999620105461
QA Engineer,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.5043147923750237,7.0,2.0,0.3908739158053378
UX Designer,Bachelor in Physics,Limited,Soon (6-12 months),4.0,0.4377708521229539,25.0,2.0,0.5369009303807301
QA Engineer,Master in Data Science,Limited,Soon (6-12 months),2.0,0.4943304753744042,7.0,4.0,0.3795445022425626
QA Engineer,Bachelor in Economics,Moderate,Soon (6-12 months),2.0,0.5717057462774728,12.0,4.0,0.4797958150331127
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),6.0,0.4242174185565046,21.0,4.0,0.4251380129378761
Tech Writer,Bachelor in Physics,Limited,Soon (6-12 months),2.0,0.5341098925566533,18.0,2.0,0.4640042570559106
UX Designer,Master in Data Science,Moderate,Soon (6-12 months),4.0,0.4559915260810326,31.0,2.0,0.3729077184077872
QA Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),2.0,0.503917817530662,11.0,3.0,0.4235597831525745
QA Engineer,Bachelor in Economics,Moderate,Moderate (1-2 years),6.0,0.4760284593721673,34.0,3.0,0.3566331780683601
QA Engineer,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.4698158349951923,29.0,4.0,0.4140303691768296
QA Engineer,Bachelor in Economics,Moderate,Soon (6-12 months),6.0,0.4064801376359279,16.0,3.0,0.549386075819339
Data Scientist,Bachelor in Physics,Limited,Soon (6-12 months),4.0,0.6364828845086762,29.0,4.0,0.4763158696987779
Tech Writer,Master in Data Science,Limited,Soon (6-12 months),6.0,0.5008199529388764,30.0,3.0,0.5311797724221237
QA Engineer,Bachelor in Economics,Limited,Soon (6-12 months),3.0,0.4779083920024678,22.0,2.0,0.5290142223034914
Tech Writer,Master in Data Science,Limited,Moderate (1-2 years),6.0,0.4253427709210661,35.0,3.0,0.3930260571062571
Data Scientist,Bachelor in Physics,Limited,Soon (6-12 months),6.0,0.5749099219477285,12.0,4.0,0.4997451239576029
Tech Writer,Bachelor in Physics,Moderate,Soon (6-12 months),4.0,0.5799658208609019,18.0,4.0,0.5476451408515204
Tech Writer,Master in Data Science,Limited,Soon (6-12 months),4.0,0.4414174890652401,15.0,3.0,0.5459812881503907
QA Engineer,Bachelor in Physics,Limited,Soon (6-12 months),3.0,0.4507171014166699,9.0,3.0,0.4998036794195602
Tech Writer,Master in Data Science,Moderate,Soon (6-12 months),5.0,0.4035639480693329,19.0,2.0,0.4482705138510968
Data Scientist,Master in Data Science,Moderate,Soon (6-12 months),6.0,0.573547718508246,31.0,4.0,0.4461122046639559
QA Engineer,Master in Data Science,Moderate,Soon (6-12 months),6.0,0.5563345836175229,16.0,4.0,0.391129505265232
QA Engineer,Bachelor in Economics,Moderate,Soon (6-12 months),2.0,0.4742411919460656,16.0,3.0,0.4833092323163617
UX Designer,Master in Data Science,Moderate,Moderate (1-2 years),4.0,0.5433633718201918,23.0,4.0,0.3941649696066466
Data Scientist,Master in Data Science,Moderate,Soon (6-12 months),5.0,0.5758630298764463,7.0,3.0,0.5346603558969034
Data Scientist,Bachelor in Physics,Moderate,Moderate (1-2 years),2.0,0.5144746916104018,12.0,2.0,0.4489170276381464
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),4.0,0.6498784952914124,13.0,4.0,0.5359182428018943
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),6.0,0.6130782828921223,26.0,4.0,0.4075302193270527
UX Designer,Bachelor in Physics,Moderate,Moderate (1-2 years),6.0,0.5809289088634104,24.0,4.0,0.5442882365295738
Data Scientist,Bachelor in Physics,Limited,Soon (6-12 months),4.0,0.4996434499272887,9.0,2.0,0.5213891916670136
UX Designer,Bachelor in Physics,Limited,Soon (6-12 months),4.0,0.5927148985154582,17.0,4.0,0.4847895693115243
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),3.0,0.5359431947560799,16.0,2.0,0.4458587637834157
UX Designer,Bachelor in Economics,Limited,Soon (6-12 months),4.0,0.6253914730558505,20.0,2.0,0.5079530511037103
Data Scientist,Master in Data Science,Limited,Moderate (1-2 years),4.0,0.455875738033223,22.0,4.0,0.3698018798627586
QA Engineer,Bachelor in Physics,Limited,Moderate (1-2 years),4.0,0.4533347521725536,20.0,3.0,0.4566667189199679
UX Designer,Master in Data Science,Limited,Moderate (1-2 years),3.0,0.4453375965724758,16.0,3.0,0.4574654994998697
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.5575403086387128,26.0,3.0,0.5100540386475537
UX Designer,Bachelor in Economics,Limited,Soon (6-12 months),3.0,0.5822744630784632,17.0,2.0,0.4618511496794339
UX Designer,Bachelor in Physics,Limited,Moderate (1-2 years),6.0,0.4293979412793098,19.0,2.0,0.4794589799744951
UX Designer,Bachelor in Physics,Limited,Moderate (1-2 years),4.0,0.5096847089049359,19.0,2.0,0.5308109789075395
Tech Writer,Bachelor in Physics,Moderate,Moderate (1-2 years),4.0,0.439663585231671,17.0,2.0,0.4286871878452791
UX Designer,Master in Data Science,Limited,Soon (6-12 months),5.0,0.4519805394612076,34.0,4.0,0.3957912928442024
QA Engineer,Bachelor in Economics,Moderate,Moderate (1-2 years),2.0,0.6496884709548706,11.0,4.0,0.4297485507186881
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),2.0,0.5363846029196282,15.0,2.0,0.5295208081809978
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),2.0,0.5376413380170945,32.0,4.0,0.4059243273088234
UX Designer,Bachelor in Physics,Limited,Soon (6-12 months),6.0,0.5568260196233612,27.0,4.0,0.4964886897597872
Tech Writer,Bachelor in Physics,Limited,Moderate (1-2 years),3.0,0.566934930432381,30.0,2.0,0.4607229023713937
UX Designer,Bachelor in Physics,Limited,MODERATE (1-2 YEARS),4.0,0.6393623029452182,26.0,2.0,0.4021644551440695
UX Designer,Master in Data Science,Limited,MODERATE (1-2 YEARS),2.0,0.4973725278607489,35.0,4.0,0.389392115196591
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),5.0,0.4560713099103746,23.0,3.0,0.4728344192411893
QA Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.5899266457757261,26.0,2.0,0.3512310592150589
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),5.0,0.5167335740823535,10.0,2.0,0.4832915332063993
Tech Writer,Bachelor in Physics,Limited,Soon (6-12 months),5.0,0.5295615962412612,8.0,3.0,0.5413168554596928
Tech Writer,Bachelor in Economics,Limited,Moderate (1-2 years),5.0,0.4441010628744774,9.0,3.0,0.3956467501802456
QA Engineer,Bachelor in Physics,Limited,Soon (6-12 months),4.0,0.5780077910041171,22.0,3.0,0.4496360280948847
UX Designer,Bachelor in Economics,Moderate,Soon (6-12 months),4.0,0.6039149116484671,28.0,4.0,0.4029710301331542
Tech Writer,Master in Data Science,Moderate,Soon (6-12 months),3.0,0.5822988324076405,11.0,4.0,0.4983841133284162
QA Engineer,Bachelor in Economics,Moderate,Moderate (1-2 years),4.0,0.428675909245121,14.0,4.0,0.4700775431953078
QA Engineer,Master in Data Science,Moderate,Soon (6-12 months),6.0,0.5604527344104004,25.0,4.0,0.4630821167226435
Tech Writer,Bachelor in Physics,Moderate,Soon (6-12 months),3.0,0.5763314110655213,30.0,3.0,0.3680519909396313
Tech Writer,Bachelor in Physics,Limited,Soon (6-12 months),2.0,0.5883269468323671,7.0,4.0,0.5084780610761341
QA Engineer,Master in Data Science,Limited,Soon (6-12 months),6.0,0.5247176115162762,16.0,4.0,0.3911258835784927
Data Scientist,Bachelor in Physics,Limited,Soon (6-12 months),5.0,0.6443285376930632,12.0,4.0,0.5057668374168189
UX Designer,Bachelor in Economics,Limited,Moderate (1-2 years),6.0,0.5659497185592426,11.0,3.0,0.3582627369622101
YouTuber,Bachelor in Physics,Moderate,Soon (6-12 months),2.0,0.5082461481053907,33.0,2.0,0.4855698342069861
UX Designer,Master in Data Science,Moderate,Moderate (1-2 years),5.0,0.5527675907707599,32.0,3.0,0.4425024711863676
UX Designer,Bachelor in Economics,Moderate,Moderate (1-2 years),3.0,0.5698201944097894,26.0,4.0,0.4103204137825726
QA Engineer,Bachelor in Physics,Limited,Moderate (1-2 years),2.0,0.4161435566213918,14.0,4.0,0.4187429136380112
Data Scientist,Bachelor in Economics,Moderate,Soon (6-12 months),2.0,0.4462547092632516,11.0,3.0,0.5314821814131838
Tech Writer,Bachelor in Economics,Moderate,Soon (6-12 months),3.0,0.6064332635627288,32.0,3.0,0.388391618168624
Data Scientist,Bachelor in Physics,Moderate,Moderate (1-2 years),2.0,0.5693884007478703,6.0,3.0,0.3720801411580777
Tech Writer,Bachelor in Economics,Limited,Moderate (1-2 years),3.0,0.5430166112390127,26.0,4.0,0.4589929128451648
Tech Writer,Bachelor in Physics,Limited,Moderate (1-2 years),3.0,0.4374558541638115,15.0,3.0,0.4349809560448412
UX Designer,Master in Data Science,Limited,Moderate (1-2 years),5.0,0.6469009551684712,33.0,3.0,0.4570652290939317
Tech Writer,Bachelor in Economics,Limited,Moderate (1-2 years),2.0,0.5267811962165913,16.0,4.0,0.4741440433798191
QA Engineer,Bachelor in Economics,Moderate,Soon (6-12 months),3.0,0.5870231384077257,12.0,2.0,0.5474423240630529
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),3.0,0.5841002134687451,27.0,3.0,0.5059716511865899
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),2.0,0.6180617187610593,6.0,2.0,0.5234977460996624
Data Scientist,Master in Data Science,NO BUDGET,Moderate (1-2 years),5.0,0.497615464468181,34.0,4.0,0.5022683362561358
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),2.0,0.4300155476360384,13.0,4.0,0.3661800347964069
Data Scientist,Bachelor in Physics,Limited,Soon (6-12 months),2.0,0.415887759455064,13.0,4.0,0.5168178726465438
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),5.0,0.5632474200537034,21.0,3.0,0.3780708279068421
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),4.0,0.5440603134455344,34.0,3.0,0.5180289623571768
UX Designer,Bachelor in Economics,Limited,Soon (6-12 months),4.0,0.5115722443969101,26.0,2.0,0.4113159047758701
UX Designer,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.6064334103900824,18.0,3.0,0.3687362801346592
QA Engineer,Master in Data Science,Limited,Moderate (1-2 years),6.0,0.5166602337275666,9.0,2.0,0.4614409628691766
Tech Writer,Master in Data Science,Moderate,Soon (6-12 months),6.0,0.4418750848089929,6.0,3.0,0.4384601751227951
UX Designer,Master in Data Science,Limited,Moderate (1-2 years),2.0,0.5698204269341347,35.0,4.0,0.3720809689115976
QA Engineer,Master in Data Science,Moderate,Moderate (1-2 years),2.0,0.4881642197649423,21.0,2.0,0.3626369374906544
Tech Writer,Bachelor in Economics,Limited,Moderate (1-2 years),2.0,0.5649579126723044,15.0,2.0,0.5230700911691724
Tech Writer,Bachelor in Economics,Moderate,Moderate (1-2 years),4.0,0.4243331083577173,29.0,4.0,0.3555026564442594
QA Engineer,Master in Data Science,Moderate,Moderate (1-2 years),3.0,0.4154614217303248,25.0,3.0,0.3602002115207872
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.5311715325498032,8.0,4.0,0.4546742030639156
Data Scientist,Bachelor in Physics,Moderate,Moderate (1-2 years),4.0,0.4038226372980169,28.0,4.0,0.3987631910849475
Tech Writer,Bachelor in Economics,NO BUDGET,Soon (6-12 months),5.0,0.5419080632573838,9.0,3.0,0.4897720827529153
Data Scientist,Master in Data Science,Limited,Soon (6-12 months),3.0,0.5364276895825447,18.0,3.0,0.4282234194276163
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),3.0,0.5141993044557952,16.0,4.0,0.4135413812648105
UX Designer,Master in Data Science,Limited,Soon (6-12 months),5.0,0.4733826442542507,20.0,2.0,0.4675368155389344
QA Engineer,Bachelor in Physics,Moderate,Moderate (1-2 years),5.0,0.4816780423782957,29.0,2.0,0.543711954418908
UX Designer,Master in Data Science,Moderate,Moderate (1-2 years),4.0,0.4585186921137439,19.0,3.0,0.4730685610755781
QA Engineer,Master in Data Science,Limited,Moderate (1-2 years),3.0,0.5335677809977838,26.0,4.0,0.4742476396412311
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),3.0,0.6129923068327336,24.0,2.0,0.4652781618045706
