current_degree_field,gpa_percentile,research_experience_months,project_portfolio_count,academic_fit_score
Computer Science,0.8207217486104701,38.0,9.0,82.50237986022543
Engineering,0.6718628009702332,90.0,7.0,78.20275676203457
Computer Science,0.909206832570473,96.0,7.0,91.85030254485646
Mathematics,0.9060735044390272,109.0,5.0,80.56823221030066
,0.9646838203120724,81.0,8.0,83.46961179521227
Engineering,0.9050281289877704,119.0,,95.76107153467468
Engineering,0.8291425603410721,74.0,6.0,71.9121441083104
Mathematics,0.8953343002723695,42.0,3.0,71.84501358491914
Computer Science,0.8205851422886871,100.0,4.0,94.68114259093258
,0.7478503806340632,65.0,5.0,78.76211940457978
Mathematics,0.7522480606549777,42.0,3.0,85.43363136087996
Computer Science,0.902669143468958,35.0,7.0,90.05671983425651
Mathematics,0.7862060020265782,27.0,9.0,93.77782156606814
Computer Science,0.9284568483665192,34.0,60.0,90.5238194771419
Mathematics,0.6609202605648322,34.0,4.0,87.15431182058472
Engineering,0.8848009019164017,45.0,5.0,72.46954793916765
Computer Science,0.7858469419507484,38.0,4.0,86.93979546037667
Computer Science,0.8957245193791643,71.0,7.0,81.94183367267505
Engineering,0.9465235035039076,70.0,5.0,80.60485611827048
Computer Science,0.7994582876087655,49.0,8.0,75.41084790837976
Mathematics,0.8541589297813943,59.0,7.0,93.94773894445338
Computer Science,0.9722233711716952,110.0,,70.62868976614288
Computer Science,0.7004882595063447,96.0,6.0,80.02380992971949
Mathematics,0.7081190340551251,49.0,6.0,99.6834168777726
Mathematics,0.9057654442232848,57.0,,89.91680521317463
Engineering,0.8241766801465991,24.0,7.0,79.08750078834592
Computer Science,0.8935947842448925,37.0,7.0,74.4860638818725
Mathematics,0.7223379591053575,102.0,5.0,77.49506743834708
Computer Science,0.8817585899692135,27.0,5.0,73.26622171845449
Computer Science,0.8691578723003796,115.0,7.0,150.0
Mathematics,0.8971370730882393,107.0,7.0,70.45528650739081
Computer Science,0.8724898407086726,71.0,8.0,84.54022858051488
Engineering,0.7190575277339086,62.0,9.0,84.66589576920428
Engineering,0.8262945292346655,57.0,6.0,85.92938566477888
Mathematics,0.7047125226753824,103.0,9.0,73.98802582394264
Engineering,0.8340131120959251,250.0,8.0,69.60049346408593
YouTuber,0.786105137052029,98.0,5.0,99.77317967031244
Computer Science,0.690743564639311,96.0,,78.98064624447727
Engineering,0.817489297868282,96.0,6.0,90.39163746532569
Engineering,0.906171214646374,91.0,7.0,92.09394234821114
Computer Science,0.7846723926459256,68.0,7.0,97.71299036894612
Computer Science,0.7613982708360509,113.0,3.0,72.80774235661326
Computer Science,0.9550763492781644,106.0,4.0,71.82481908989247
Mathematics,0.9040134791616116,26.0,6.0,73.88791651495148
Computer Science,0.85092403527626,76.0,3.0,76.25278885595856
Computer Science,0.8190620020741355,112.0,8.0,92.17855726171403
Computer Science,0.8345481152564702,40.0,5.0,76.11582340716588
COMPUTER SCIENCE,0.9373653625494892,43.0,4.0,95.0003514385923
Engeneering,0.6929704979544923,82.0,7.0,88.83987466069792
Engineering,0.9343095336503509,112.0,3.0,86.4036553731255
Computer Science,0.7574827738595656,70.0,7.0,70.51718911655706
Mathematics,0.6743586381847774,107.0,7.0,82.8221601146904
Mathematics,0.7180814980845663,76.0,6.0,97.01683576492697
Mathematics,0.935436247981807,103.0,8.0,73.48288132301194
Engineering,0.8114558187755095,53.0,8.0,98.12692053803788
Unknown,0.7934647769390697,102.0,8.0,73.6609819104496
Mathematics,0.8910266826113706,28.0,6.0,98.4174284747495
Computer Science,0.6979954281044,107.0,3.0,74.50182900945073
Computer Science,0.6625975590684512,115.0,6.0,79.73740256382672
Mathematics,0.7673856227701565,80.0,8.0,87.64923921147559
Mathematics,0.8023143904929623,56.0,3.0,98.47758333974303
Computer Science,0.8760490275515591,24.0,4.0,88.91942886729917
,0.9233031370399208,200.0,7.0,90.42128268527463
Engineering,0.7063213257181664,75.0,3.0,70.29894931721452
Computer Science,0.7849515549579682,112.0,6.0,93.20606412586524
Computer Science,0.964588890487128,64.0,7.0,96.45894609484706
Engineering,0.9471255122460608,61.0,4.0,94.11788710713935
,0.9460405082096256,50.0,8.0,84.19714908983637
Engineering,0.8656981737190266,49.0,4.0,70.1516188744456
Mathematics,0.9754412390652216,73.0,7.0,80.65278625769348
Computer Science,0.9623939234312758,80.0,4.0,84.94398677906935
Mathematics,0.8064943176720929,104.0,7.0,99.29772716422929
MATHEMATICS,0.7027610541371001,70.0,4.0,81.86999421509948
Computer Science,0.8733493130228763,101.0,,79.40685396152139
Engineering,0.7961938443412463,102.0,7.0,85.38828560061626
Mathematics,0.9932392476530832,110.0,7.0,71.59858789102456
Engineering,0.6854416419971939,77.0,9.0,94.60570951518272
Computer Science,0.7669562802981408,66.0,9.0,78.49241966688513
Computer Science,1.5,53.0,8.0,88.26057999952258
Mathematics,0.7671976335050057,59.0,8.0,79.07540007636068
Mathematics,0.7498964404842247,39.0,6.0,97.05105378148912
Mathematics,0.9436718872321408,94.0,9.0,99.51204895212726
Computer Science,0.8505369865865668,89.0,6.0,90.3989273421355
,0.8239796235269949,80.0,5.0,79.5884621818806
Mathematics,0.869460910041258,71.0,6.0,72.50656543895806
Engineering,0.879310719901171,101.0,6.0,96.71625199847875
Mathematics,0.8454765695044822,33.0,3.0,78.25690474275089
Engineering,0.8492632335091157,53.0,,74.57068507058392
Engeneering,0.8021503409791956,38.0,8.0,79.6523076821183
Computer Science,0.923144685685593,77.0,,88.47442005940103
Computer Science,0.7659231417206199,92.0,3.0,81.09479117616607
Engineering,0.6956033827207841,60.0,9.0,82.02603091738114
Engineering,0.9227434214547368,30.0,60.0,99.6390979164632
Computer Science,0.9532368964049168,50.0,5.0,74.28214989482129
Mathematics,0.985625577755678,61.0,4.0,72.03864445525589
Computer Science,0.9217882171336468,30.0,3.0,74.34223994828388
Engineering,0.6956667341740747,60.0,4.0,75.81215741872572
Mathematics,0.9764449569190712,,9.0,92.52424093000766
Mathematics,0.9073382837636388,118.0,9.0,94.2560568667514
Engineering,0.8672905264935035,,8.0,93.8936743912831
Engineering,0.7181276769578063,103.0,8.0,75.14868249968468
Computer Science,0.989480948456875,101.0,8.0,90.28256772206478
Engineering,0.7045815000542558,33.0,9.0,90.63371750623236
Engineering,0.983350751643816,77.0,4.0,89.82439135020599
Engineering,0.6972113311525393,94.0,8.0,75.0326391227722
Computer Science,0.7442440737332183,106.0,9.0,84.64742889716754
Computer Science,0.8463140442776764,56.0,7.0,79.0831856789617
Mathematics,0.9381626497769108,46.0,8.0,84.10742301733511
Mathematics,0.8010243607005146,66.0,6.0,76.28132589692751
Mathematics,0.8635779442162006,95.0,6.0,79.74845780042882
Mathematics,0.9990779649527062,107.0,8.0,71.19313864409528
Computer Science,0.8211204332321409,,7.0,88.21080572559258
Mathematics,0.967793163077364,49.0,8.0,76.22588772092708
Mathematics,0.9555475332550614,81.0,5.0,72.63133629107554
Mathematics,0.980681171440832,33.0,7.0,89.73968688027963
Mathematics,0.758463176896518,119.0,6.0,87.85024434182242
Computer Science,0.970011218324634,27.0,6.0,97.87860716371144
Engineering,0.73964231579593,119.0,4.0,97.53503728758128
Computer Science,0.7699605338626256,74.0,7.0,73.12636942646171
,0.7548426462316736,25.0,7.0,72.13533023664277
Engineering,0.6708489251479796,79.0,5.0,81.25111414668626
Engineering,0.8431863449831103,77.0,7.0,98.99643747765792
Computer Science,0.7264305458667031,96.0,9.0,84.58763212378747
,0.6610189807051037,96.0,8.0,74.58353110855342
Computer Science,0.9594361878817352,77.0,5.0,79.32021724480873
Computer Science,,250.0,3.0,77.31831392398092
Mathematics,0.8188759972752677,64.0,8.0,96.04374206934304
Engineering,0.9433852830442429,86.0,8.0,97.1155048836011
Computer Science,0.6911918947582868,61.0,3.0,70.2774272296112
Engineering,0.665084337082815,89.0,4.0,77.45041544598794
Computer Science,0.6674459820479082,85.0,7.0,91.57117670839908
Mathematics,0.6505564334855224,51.0,3.0,92.1374903648004
YouTuber,0.9872858749749848,67.0,7.0,93.50363861422896
Mathematics,0.8424157415909601,60.0,4.0,69.36960297632298
Engineering,0.7438813898661158,41.0,6.0,98.37865378747824
Computer Science,0.9352143601575263,99.0,4.0,95.67221822738352
Engineering,0.7641850533356941,33.0,8.0,79.47001023090272
Mathematics,0.7504147572931665,33.0,4.0,73.74628246619193
Mathemtics,0.7406606957197154,111.0,8.0,82.06180888138692
Computer Science,0.7056189204719753,104.0,6.0,92.30128851612557
Computer Science,0.8373374706718006,97.0,6.0,75.77274177149305
Computer Science,0.7940851159924796,92.0,9.0,85.54034984661561
Mathematics,0.7598843759267606,26.0,,86.76197843520058
Computer Science,0.7540008949936181,70.0,9.0,70.28256424688337
Engineering,0.7868521244242661,67.0,8.0,69.37228038971409
Computer Science,0.6612921319520862,77.0,5.0,94.90706608030705
Mathematics,0.7926053778413846,51.0,4.0,68.22681322641833
Computer Science,,94.0,3.0,70.2273099622086
Engineering,0.7420194329129864,94.0,7.0,99.63269871896546
Mathematics,0.962372367841019,30.0,,89.87930235631944
Mathematics,0.9506671286008664,119.0,3.0,77.85803936711531
Computer Science,0.9595182394558284,76.0,3.0,73.01704009296378
Mathematics,0.9673089964887792,87.0,5.0,86.24933535946377
Engineering,0.6521287052380447,35.0,8.0,75.54854505780396
Mathematics,0.8346586123922886,87.0,8.0,98.383463370778
Engineering,0.9927365294622412,71.0,7.0,78.87363220410586
Mathematics,0.9550631754273802,83.0,8.0,97.71960736129115
Computer Science,0.9555570834488462,92.0,9.0,89.55465966081377
Engineering,0.8038999545023192,94.0,9.0,89.97599736705904
Mathematics,0.9412859532126988,78.0,6.0,93.6700253953222
Computer Science,0.8065397208287763,94.0,9.0,80.96122360966964
Computer Science,0.7453294859694347,61.0,5.0,75.65999868699161
Computer Science,0.9054969471053054,109.0,9.0,84.76593485563504
Mathematics,0.9486578085366444,119.0,6.0,110.0
Computer Science,0.6586458596321274,85.0,5.0,70.15701683010481
Engineering,0.9919375896269343,93.0,7.0,88.81341017052968
Engineering,0.688787122611808,77.0,6.0,76.94598769976547
Mathematics,0.8014806642796777,,9.0,94.08858066258472
Mathematics,,67.0,6.0,94.38205134570616
Engineering,0.9865640291233676,96.0,4.0,99.57830700245856
Engineering,0.8400090806918692,54.0,7.0,68.02909191957028
Engineering,0.8809105479155057,110.0,5.0,78.04193942112485
Computer Science,0.7575202191977047,76.0,5.0,88.84351809459505
Mathematics,0.7754118325540825,40.0,4.0,80.91589601831514
Mathematics,0.9545064773179108,95.0,9.0,87.71457727450837
Mathematics,0.7895557986588575,67.0,3.0,88.60754222665642
Engineering,0.746933027940444,27.0,7.0,93.18588994931764
Engineering,,93.0,7.0,80.151548350315
Computer Science,0.6659943719944069,117.0,6.0,88.35790989766471
Computer Science,0.8176400061582163,66.0,7.0,83.83394608393115
Engineering,0.6716891706287196,68.0,3.0,83.1367997241689
Computer Science,,,5.0,76.50447990506233
Engineering,0.8997833653999042,100.0,8.0,95.8618834026966
Engineering,0.874281145154846,,9.0,75.95068013936319
Computer Science,0.7438714933282751,67.0,3.0,78.71232074560291
Computer Science,0.7320752803130085,98.0,4.0,84.7429346900415
Engineering,0.8615542669561528,28.0,7.0,72.02948256101499
Engineering,0.7751357290797768,69.0,7.0,89.8010748307924
Engineering,0.9298716155518958,33.0,9.0,92.4103898963265
Computer Science,0.9894729829455702,97.0,,96.08643515891283
Mathematics,0.9094019924580208,,,79.79838386221371
Engineering,0.8450207650195353,51.0,5.0,98.39617574690476
Mathematics,0.7228783228439284,,4.0,78.09889989667661
Mathematics,0.7980525295914489,66.0,8.0,91.591842741677
,0.6689126306831975,56.0,6.0,85.48756090823095
Computer Science,0.6624917535625122,56.0,,76.05944110639597
Engineering,0.7016829225526072,61.0,8.0,94.30615979978548
Mathematics,0.6836026251377308,72.0,5.0,78.15177443949992
Mathematics,0.7738605961276505,35.0,9.0,85.6305757895393
Engineering,0.9721853526010013,65.0,5.0,77.60355389217567
Engineering,0.8984612302716237,59.0,,86.46268030382532
Computer Science,0.751300675418517,44.0,7.0,68.71064224560251
Engineering,0.8322740670408779,111.0,9.0,76.25703440239556
Mathematics,0.8976169971912782,60.0,6.0,93.60248469821724
Engineering,0.766027964960318,95.0,9.0,99.07599649659556
Computer Science,0.8880225814085101,104.0,4.0,87.81923433545361
Mathematics,0.734196478850012,50.0,3.0,73.33330625998049
Computer Science,0.7602316297174048,45.0,5.0,83.44435774543494
Mathematics,0.9550966824760944,34.0,4.0,88.14511398380719
Engineering,0.7231075568983306,32.0,5.0,79.93246911167691
Engineering,0.7237924005357566,80.0,6.0,94.57185944224815
,0.9745323963391588,99.0,9.0,77.20321913842068
Engineering,0.9771959813973514,27.0,,94.00982403843838
Computer Science,0.8494302342832066,42.0,9.0,76.01160207403645
Computer Science,0.7522970622629329,66.0,6.0,93.1539432094037
Mathematics,0.8749146410753811,59.0,9.0,89.30588672311274
Unknown,0.6654073188432218,64.0,4.0,69.26064300197012
Mathematics,0.928597946177248,81.0,7.0,72.5000826363182
Mathematics,0.676053491122206,56.0,9.0,83.63775490843393
Mathematics,0.7086898819963561,47.0,3.0,74.4074351664397
Computer Science,0.9783571837329684,24.0,,97.56463692713248
Mathematics,0.8024133491829213,38.0,9.0,78.12472032497618
Engineering,0.7971731588409472,83.0,7.0,91.50047129381213
Mathematics,0.9251160386967352,32.0,4.0,70.90972191064628
Mathematics,0.7446992503323286,107.0,3.0,86.45250231156271
Computer Science,0.6508822791349936,100.0,,94.32202502785688
,0.9272827277069862,,3.0,95.8145765522768
Mathematics,0.6522442346947112,85.0,4.0,98.7014944121487
Computer Science,0.8913891648572851,48.0,5.0,73.33128920361065
Mathematics,0.9076341940135884,63.0,4.0,83.40284902630115
Mathematics,0.6653523990966913,45.0,9.0,94.93143817667922
Engineering,0.6609789073409138,29.0,5.0,78.65311908995855
,0.8159918678675099,34.0,3.0,81.50753027758188
,0.710668546074425,50.0,5.0,95.15221977932384
Computer Science,0.7077421076318572,110.0,9.0,74.35287693584989
Engineering,0.7398378840277123,73.0,8.0,87.33733895317302
Computer Science,0.6586874926613475,117.0,4.0,75.46469001093931
Computer Science,0.7823335610846629,88.0,3.0,98.15636509570858
Engineering,0.664162948703745,91.0,4.0,95.31946691480076
Computer Science,0.6585607973041983,,8.0,69.29405812943884
Computer Science,0.6624493883933201,83.0,9.0,72.20197095514322
Mathematics,0.957298592904684,48.0,8.0,84.92801486128926
Mathematics,0.9902975744836466,58.0,,85.10736248508486
Mathematics,0.8700607406346159,50.0,4.0,74.26486966163496
Mathematics,0.9754416440834754,,7.0,68.9781135476969
Computer Science,0.8657589322849263,92.0,4.0,80.55736597724821
Mathematics,0.944286574928186,110.0,7.0,78.0839232162027
Engineering,0.6714104772668389,115.0,8.0,87.79451624928282
Computer Science,0.9060773527429358,88.0,3.0,70.09352343623848
Computer Science,,90.0,9.0,74.7959123276161
Mathematics,0.7173546760360965,33.0,3.0,80.81459638557355
Mathematics,0.9671865878371022,38.0,9.0,88.01498806283786
Mathematics,0.8096488463952316,28.0,,85.01760972043076
Engineering,0.7421935644313506,58.0,4.0,88.26256335292695
Computer Science,0.9727050102919022,35.0,5.0,91.26892006479588
Engineering,0.8291568743390226,68.0,8.0,83.08088444314708
Mathematics,0.8315021653751706,33.0,6.0,96.54786767216052
Computer Science,0.8328449315075939,28.0,8.0,85.99429908585188
Engineering,0.736675299270945,33.0,5.0,75.34963159532688
Engineering,0.7406513607647404,300.0,5.0,78.79790116936387
Computer Science,,26.0,7.0,92.67151848315387
,0.8521086917924144,200.0,,74.2592857884408
Mathematics,0.8202459189941381,80.0,8.0,72.8756039545517
Engineering,,59.0,8.0,99.0570583114262
Computer Science,0.8381101926645107,60.0,4.0,99.4321439409056
Computer Science,0.6644967262869481,65.0,4.0,81.6555231513293
Engineering,0.7837344967695512,79.0,8.0,85.23465716581005
Engineering,0.7256841124198244,43.0,4.0,83.87390225235916
Mathematics,0.857000445992505,118.0,3.0,86.56661068961519
Computer Science,0.8937793799669559,200.0,9.0,77.20048183675407
Mathematics,0.6664830062472183,57.0,5.0,96.76376214041164
Computer Science,0.7932111680993246,65.0,9.0,81.04201955299051
Unknown,0.6546101367419416,62.0,3.0,90.65090018043824
Computer Science,0.8421167603204895,80.0,6.0,97.5155882260297
Engineering,0.6700646272668161,48.0,9.0,87.8547118549283
Mathematics,0.6824947347064572,88.0,8.0,95.18397788750508
Mathematics,0.9332823179301546,71.0,4.0,90.19937392862803
Engineering,0.7290313115028232,29.0,5.0,96.83708921398808
Mathematics,0.7117319598117531,118.0,6.0,94.12267295101071
Computer Science,0.9976942959514226,63.0,9.0,96.41718851391887
Computer Science,0.8662521762390405,36.0,9.0,98.9743277408016
Mathematics,0.8572632487817271,35.0,9.0,79.10043313046508
Computer Science,0.7603871492146952,97.0,9.0,88.64172290645647
Mathematics,0.7754439415789489,68.0,5.0,73.15176821449099
Mathematics,0.6920486440810123,64.0,8.0,97.53772498721156
Mathematics,0.7838599928169568,104.0,6.0,68.01883372158554
Computer Science,0.6942750702142478,37.0,4.0,97.47996558719616
Engineering,0.9704022512664312,118.0,7.0,71.19856856302016
Mathematics,0.7614557994576993,78.0,8.0,82.42271200018249
Engineering,0.9389112800842628,35.0,8.0,99.75113554486865
Mathematics,0.9504315364805976,24.0,7.0,82.07977549337166
Computer Science,0.8252275640720202,29.0,3.0,93.37510939520638
Computer Science,1.5,,7.0,79.24473636343123
Mathematics,0.751295153413656,55.0,6.0,78.58451788632559
Mathematics,0.9807339883305356,41.0,9.0,69.8381853228483
,0.9588285565137652,35.0,4.0,82.87145715525754
Engineering,0.9987045517020664,85.0,5.0,93.835889853993
Engineering,0.9720531517018618,66.0,4.0,89.79239518387541
Engineering,0.9795309076791618,24.0,7.0,91.9832561477024
Engineering,0.8129007914288554,94.0,8.0,74.70991015757251
Mathematics,,77.0,6.0,91.27911034201144
Computer Science,0.7062470587530045,83.0,5.0,80.67190167292455
Computer Science,0.8955543717266553,48.0,6.0,73.48784212699036
Mathematics,0.72664324747789,95.0,,71.51360330005039
Mathematics,0.9151161907810286,66.0,7.0,96.5069608827842
Engineering,0.8675829811270559,31.0,5.0,92.5512082414064
Mathematics,0.9097391957115492,51.0,7.0,93.16175048648309
Engineering,0.9844975816326724,77.0,7.0,73.87100545966462
Engineering,0.8952869272339694,38.0,4.0,82.34646047752571
Mathematics,0.6977433505720934,111.0,8.0,83.66156224314447
Engineering,0.6928629919098683,35.0,,69.08099868867629
Engineering,0.9732650230405464,28.0,7.0,78.27650915538703
Mathematics,0.7153340030236031,,7.0,92.99870059909526
Engineering,0.9725385681418336,97.0,9.0,75.85075763254308
Computer Science,0.666774953564298,75.0,8.0,94.40806916400064
Engineering,0.7794132516911028,49.0,7.0,97.08592737926806
Computer Science,0.6549898677344608,69.0,8.0,72.92872150365304
Computer Science,0.9620984684047458,64.0,5.0,99.73685107649104
Mathematics,0.9079512600289558,103.0,4.0,92.9356384993043
Engineering,0.7654987602660962,73.0,6.0,87.05795655952244
Computer Science,,63.0,8.0,73.69803157790192
Computer Science,0.7411386562254544,65.0,7.0,72.7475141149337
Computer Science,0.723119550916193,,9.0,97.88345729483764
Computer Science,0.7713591219680164,105.0,8.0,92.09774435531904
,0.7689745110784746,89.0,6.0,76.46089631890297
Mathematics,0.7841231756812318,,9.0,91.83993582875308
Engineering,0.7148977801279297,84.0,9.0,92.03815574593813
Mathematics,0.7037038180816078,97.0,6.0,68.02359818984903
Computer Science,0.7388032102837554,118.0,7.0,90.04800933319456
ENGINEERING,0.9848388356529922,,5.0,82.10547203092699
Computer Science,0.837442387416085,81.0,6.0,74.01663150987414
Engineering,0.6990747888975007,72.0,9.0,76.98459850567343
Computer Science,0.9601806322266502,114.0,,68.50333479671497
Mathematics,0.9224081889254844,26.0,4.0,93.90250607471222
Engineering,0.6664497472575617,34.0,7.0,94.9465267086426
Mathematics,0.8685072027420979,95.0,8.0,82.92113847935484
Computer Science,0.8820244132613921,49.0,8.0,89.87343437798046
Engineering,0.9601704044744456,46.0,3.0,81.08615543278849
Mathematics,0.6544639378303645,47.0,9.0,99.3834458136538
Computer Science,0.8458780231521772,95.0,7.0,74.37156024259261
Computer Science,0.8385422850876239,34.0,8.0,72.56378480721138
Computer Science,0.8895083450172776,115.0,,91.4659858124483
Computer Science,0.7299757218412056,109.0,9.0,97.65883380026466
Engineering,0.6973450493619292,116.0,3.0,99.93499258409317
Engineering,0.9809834570614944,36.0,100.0,84.45103221623827
Mathematics,0.8502913046633911,64.0,8.0,96.44867081262356
Mathematics,0.8576442354583469,54.0,5.0,97.49135995150635
Mathematics,0.7954552983570826,105.0,8.0,81.37027204198537
,0.8297701281285779,71.0,9.0,78.9491923928501
Computer Science,0.9095063284016764,99.0,6.0,81.92481771814795
Computer Science,0.8630946100117834,101.0,,77.20839542553269
Engineering,0.8305135989110699,52.0,9.0,69.67723247170576
Computer Science,0.9001622408299087,,8.0,83.72847324095586
Mathematics,0.9984469994468372,87.0,6.0,94.30508397595686
Mathematics,0.8750228252257416,91.0,5.0,85.35190468439491
Engineering,0.9664027781739908,78.0,9.0,84.026116653063
Computer Science,0.6922464424445356,44.0,4.0,69.99517807842
Computer Science,0.7559950888560083,47.0,3.0,79.12511588380791
Computer Science,0.6906467887727252,24.0,6.0,90.77120759143388
Computer Science,0.9860144813126296,94.0,9.0,98.31853096850097
Mathematics,0.7361054014244435,77.0,5.0,78.26170789156356
Computer Science,0.9539370987977956,37.0,7.0,99.42516446446156
Engineering,0.9363699275218164,75.0,6.0,69.18346652002548
Engineering,0.7177270095110975,59.0,9.0,83.62146334475749
Engineering,0.8990245079950706,96.0,6.0,98.62631659703578
COMPUTER SCIENCE,0.9795490425961482,71.0,4.0,96.75974123171162
Mathematics,0.743363147915941,37.0,6.0,85.12477286998067
Computer Science,0.7006686175439666,51.0,7.0,87.54943369906962
Mathematics,0.990070969171021,49.0,7.0,97.11634669991284
Mathematics,0.8774436383233106,39.0,,88.97972959695196
Engineering,0.954571605450506,87.0,5.0,92.1403690880414
Mathematics,0.7909124830251834,44.0,4.0,68.03466266974384
Engineering,0.8779298147585824,63.0,5.0,79.57946933850144
Mathematics,0.6843493308201312,200.0,8.0,79.91020719564023
Engineering,0.9643642543057253,43.0,6.0,77.39553946291238
Computer Science,0.8424131146940825,250.0,5.0,72.90450785807113
Engineering,0.7743219311293507,81.0,4.0,79.62533520499018
Computer Science,0.779853827237494,101.0,3.0,99.66616470310524
Computer Science,0.7363534242453965,42.0,5.0,82.67551168570029
Mathematics,0.6826920723073745,56.0,9.0,71.05515036615657
ENGINEERING,0.8058687236555856,86.0,6.0,89.35202514981731
Computer Science,0.9594106019730404,114.0,8.0,73.13370918065657
Mathematics,0.8504303142644022,112.0,8.0,81.65999731301288
Mathematics,0.9178905730668716,79.0,6.0,84.40239530148843
Computer Science,0.8414876522668813,100.0,3.0,69.73694821209116
Mathematics,0.7763625649905146,62.0,3.0,70.19812005447082
Computer Science,0.8592895463305685,102.0,9.0,90.08370596818348
Mathematics,0.6545721280853247,24.0,8.0,74.3289741903279
Mathematics,0.7795927845959855,98.0,5.0,90.01983866860338
Engineering,0.8711418300144836,54.0,3.0,82.0675403471592
Engineering,0.8672469506596895,100.0,4.0,71.2237869395246
Engineering,0.7927722844076872,101.0,9.0,93.55730960034576
Computer Science,0.8005955237298539,85.0,7.0,83.84847913889972
Mathematics,0.8941819867290978,27.0,7.0,91.03647434741806
Engineering,0.8486619991978264,73.0,7.0,89.00950148574596
Computer Science,0.7225140144618437,111.0,3.0,98.08173130314084
Mathematics,0.854125791229406,61.0,7.0,99.1701524177869
Computer Science,0.6973828692275358,85.0,6.0,95.33539060289
Engeneering,0.7874158647910555,31.0,4.0,76.77253752683148
Engineering,0.7804466227753213,43.0,6.0,97.99033157989577
,0.7574422935072322,116.0,5.0,88.00683673042526
Mathematics,,109.0,6.0,82.00395993268194
Engineering,0.9568543315146336,38.0,5.0,81.76877442495575
Engineering,2.0,117.0,5.0,99.91007561624404
Engineering,0.7189122961245937,39.0,6.0,95.02290731044005
Mathematics,0.6989567025354915,32.0,9.0,73.0277727370663
Computer Science,0.6787610573236451,98.0,4.0,99.58890281521929
Engineering,0.6981211374186801,,8.0,84.3894333362169
Computer Science,0.9362410371683888,99.0,6.0,98.70931017556964
Computer Science,0.6826847817775754,200.0,7.0,86.63514227905459
Computer Science,0.9627813659527802,85.0,9.0,97.55588234572386
Mathematics,0.7452274406294368,65.0,3.0,72.45540895468935
Computer Science,0.7887270918340825,90.0,5.0,81.5175971365598
Engineering,0.8047663441319868,114.0,8.0,92.2980095649444
Mathematics,0.9647104923577192,25.0,7.0,87.42323285401747
Computer Science,0.8555793879624845,92.0,8.0,81.81735281074634
Mathematics,0.8608573643729683,51.0,8.0,82.83897120813322
Mathematics,0.7492755468343879,26.0,,76.3359990936175
Engineering,0.6794555025103731,43.0,8.0,81.45697363651401
Computer Science,0.9461232611041106,106.0,8.0,86.98353231613902
Engineering,0.7549833527554118,49.0,4.0,96.92373180902354
Computer Science,0.7784767059122197,91.0,9.0,75.96694899740012
Computer Science,0.7832216307217881,,8.0,82.30555635343553
Computer Science,0.9872316163073596,113.0,5.0,97.61324090916928
Computer Science,0.7600965422927826,38.0,,69.75045555726615
Mathematics,0.6871593798622739,,6.0,69.18335220216011
Engineering,0.7782272301462967,87.0,8.0,97.85518268310182
Computer Science,0.8249129287732444,91.0,5.0,78.48646287439291
Mathematics,0.7221692231461427,68.0,4.0,86.41980337402012
Engineering,0.7172945290577057,75.0,,70.56773942870589
Engineering,0.9004576415954979,28.0,7.0,91.1153001603517
Computer Science,0.7204152569336737,89.0,5.0,92.65973135173132
Computer Science,0.8817508093721482,87.0,7.0,71.95179723629288
MATHEMATICS,0.9713513180616868,96.0,8.0,98.0159073070778
Engineering,0.6558417144548856,103.0,4.0,92.0195315199946
Engineering,0.8152571149685963,62.0,7.0,69.81749712875323
Engeneering,0.7786098222132007,71.0,6.0,98.42034420394282
Engineering,0.8105267734433971,110.0,7.0,88.90137286481664
Engineering,0.8420588972455576,41.0,3.0,87.66621793210967
,0.9448370063261204,73.0,7.0,68.84996240648172
Mathematics,0.7779934881150645,26.0,9.0,87.07462115446552
Mathematics,0.6681973942941566,86.0,3.0,79.37376403547785
Engineering,,95.0,6.0,98.61728801254112
Mathematics,0.6979581935515214,93.0,4.0,95.02260784428064
Computer Science,0.7197757904505728,116.0,7.0,85.25637750090806
Engineering,,94.0,7.0,89.56885489171088
Computer Science,0.9915643805423604,56.0,6.0,74.10464311569791
,0.7631354166309929,115.0,5.0,79.56778508423247
Mathematics,0.928276580202565,94.0,3.0,80.6185882610487
Computer Science,0.7371098422808752,54.0,,69.09000586078278
Mathematics,0.6654887833772248,44.0,7.0,84.50658856737853
Engineering,0.8537088104845513,45.0,8.0,94.14029167198488
Mathematics,0.8145597203251258,99.0,5.0,91.060362137107
YouTuber,0.8285317950200596,77.0,,90.6964257005828
Computer Science,0.8215186837316207,93.0,5.0,96.53038057701082
Engineering,0.8499827196452225,38.0,3.0,82.04023742319507
Mathematics,0.7870227518050552,84.0,5.0,85.89845376525282
Computer Science,0.9598283588919968,33.0,3.0,98.05475058369056
,0.9330440735803046,93.0,9.0,98.72368765177546
Mathematics,0.8292898393778947,81.0,7.0,96.4791695407551
Computer Science,0.958408754305724,31.0,7.0,78.21997248602591
Mathematics,0.823078242231523,104.0,8.0,76.18909058635529
Computer Science,,51.0,5.0,95.586872963708
Mathematics,0.9398888948770244,55.0,7.0,96.71551973170332
,0.8930962120582631,59.0,,99.35948981373856
,0.979944910633064,95.0,4.0,72.05253419383234
Mathematics,0.7065535229540232,33.0,7.0,96.5836807702474
Computer Science,0.7805196555408934,105.0,4.0,83.71424062502973
