career_field,current_education_level,budget_constraint,timeline_urgency,age,years_of_experience,interest_alignment_score,skill_transferability_score,geographic_flexibility,learning_commitment_hours_per_week,has_relevant_certifications,has_industry_connections,current_career_satisfaction,family_support_level,health_constraints,language_proficiency,prior_career_switches,education_gap_years,target_career_growth_trend,viability_score
Teacher,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),35,1,0.5167393543640463,0.6618192940903167,1,27,0,1,0.0,1,0,1,0,0,0.8612947123471939,0.6469355006037165
Graphic Designer,Master's,Very Limited (<₹25K),Medium (2-5 years),39,2,0.7263689059643097,0.6247064135361289,1,33,0,0,0.40701352774846866,2,0,1,0,0,0.6315340198219656,0.5989557678269561
Investment Banker,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),45,2,0.7463271249718463,0.46048395986356794,1,19,0,1,0.37606465234114567,1,0,2,0,0,0.4133894813021397,0.5914542604219543
Teacher,Bachelor's,Flexible (>₹2L),Flexible (5+ years),23,7,0.5433095627122364,0.3571233951836645,1,18,0,0,0.37880943421829244,1,1,2,0,0,0.5576593098397866,0.4386729156010717
Software Engineer,Bachelor's,Flexible (>₹2L),Flexible (5+ years),40,0,0.6598913294907383,0.6107642326023157,1,33,1,0,0.19408248943888612,1,0,2,0,0,0.37149483625500523,0.6562135181293011
Software Engineer,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),23,4,0.6909779627453486,0.5101516178002348,0,16,1,0,0.6402041286840235,1,0,1,1,4,0.6657884874024494,0.5243308864883596
Investment Banker,Master's,Flexible (>₹2L),Medium (2-5 years),29,3,0.6586328183918448,0.813101479714448,0,21,1,0,0.6586339130299399,2,0,1,0,0,0.46567897470262803,0.6227940387191706
Data Scientist,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),20,2,0.8362752166266745,0.7209040192677106,0,11,1,0,0.6531381075934363,1,1,1,3,0,0.3008632258425047,0.574026902127945
Investment Banker,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),38,0,0.6912485939471986,0.6692104854599903,2,35,1,1,0.40809510532619686,1,0,1,0,1,0.4785074039280469,0.7917352398718642
Data Scientist,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),33,2,0.6954675406747987,0.48760404625091247,0,25,1,0,0.15466710574658687,0,0,1,2,0,0.7177319873091232,0.5841373591507233
Machine Learning Engineer,High School,Moderate (₹75K-₹2L),Urgent (1-2 years),29,6,0.686106309983051,0.5129920221892416,0,30,1,0,0.41395152371988336,1,0,2,0,1,0.8216767941475676,0.615389662179714
Software Engineer,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),42,5,0.34450970522091273,0.530735568396652,0,14,1,0,0.703228923099535,2,0,1,0,3,0.75153941321976,0.4834278008096916
Teacher,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),28,4,0.8752559762703729,0.32400755463046615,0,28,0,0,0.5439248016320533,2,0,2,0,10,0.7841391614658445,0.4739963797736674
Machine Learning Engineer,Bachelor's,Flexible (>₹2L),Medium (2-5 years),40,1,0.6927034091875965,0.5544039762186147,0,15,0,0,0.8286259365722866,2,0,1,0,2,0.5164395405925569,0.4490086251379917
Machine Learning Engineer,Bachelor's,Moderate (₹75K-₹2L),Immediate (<1 year),33,0,0.5698709510779317,0.34484886782384494,0,8,0,1,0.3965452464748006,1,0,0,0,0,0.7920746251246804,0.49047798932165704
Software Engineer,Diploma,Very Limited (<₹25K),Flexible (5+ years),25,5,0.6381640978001716,0.38095440165367334,1,39,1,0,0.4724589735701315,1,0,1,1,0,0.8453744122848823,0.6496717517438229
Data Scientist,High School,Moderate (₹75K-₹2L),Medium (2-5 years),45,3,0.6766071862449192,0.30213052568377374,1,5,0,0,0.08672823759923148,2,1,0,1,0,0.4791083984715542,0.44401002414516605
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),28,1,0.8651175109383729,0.7203029855776031,1,35,1,1,0.5803984905773311,1,0,1,1,0,0.6223807221274762,0.8144180616018223
Product Manager,PhD,Moderate (₹75K-₹2L),Urgent (1-2 years),38,1,0.5443073098466384,0.5917393907445904,1,39,1,1,0.5798566218365735,1,0,2,1,0,0.874126402419835,0.7585858596101793
Doctor (MBBS),Master's,Moderate (₹75K-₹2L),Immediate (<1 year),37,2,0.7424466441131983,0.588365776347864,2,30,0,0,0.6410998909608405,1,1,1,1,2,0.43076706734709347,0.5503942207607987
Lawyer,Master's,Moderate (₹75K-₹2L),Immediate (<1 year),18,5,0.5688078563908207,0.4004738771893789,2,22,1,0,0.15683924876876937,2,0,2,0,0,0.499589857415463,0.6234701832889058
Teacher,High School,Moderate (₹75K-₹2L),Immediate (<1 year),33,0,0.41364701625574873,0.4752199659802142,0,10,0,0,0.45430864180693076,1,0,2,0,0,0.8286155977624627,0.3852277459459585
Machine Learning Engineer,Bachelor's,Moderate (₹75K-₹2L),Immediate (<1 year),18,2,0.6336983836824649,0.4086474713836864,1,29,0,0,0.21182920321732918,0,0,2,0,5,0.7692753302238717,0.46632577046103985
Investment Banker,High School,Very Limited (<₹25K),Flexible (5+ years),44,3,0.6330090542362022,0.47262384208221736,0,27,1,0,0.6593746001370475,1,0,1,0,0,0.7078892551704827,0.5761711199112448
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),35,6,0.4592631160824062,0.7429429557222592,1,23,0,0,0.4520475769728255,2,0,2,0,15,0.5662333974583027,0.420253357599094
Data Scientist,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),28,3,0.6294805135766777,0.5121126791345916,1,31,0,0,0.6581957369652864,0,0,1,1,0,0.3036001661835547,0.4762332260464377
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),41,5,0.4907039425888708,0.5417555428783328,0,15,0,0,0.2813610830400012,0,0,2,1,0,0.9081258469565712,0.4169923581453526
Machine Learning Engineer,High School,Very Limited (<₹25K),Medium (2-5 years),44,1,0.7559147857769453,0.7611955317346448,1,33,1,0,0.7573367204432563,1,0,2,0,0,0.594672605515147,0.6809790811691803
Product Manager,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),20,0,0.6664909241682241,0.6618926464610847,0,30,0,0,0.5035874169717298,1,0,0,0,2,0.4005807854857935,0.5015984168951775
Entrepreneur,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),41,4,0.8565812969852578,0.5372471865512994,0,26,0,0,0.4681442103023628,1,0,0,0,7,0.7444042878514309,0.4915496745905333
Lawyer,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),34,4,0.5591008192624337,0.29333735938788713,2,8,0,1,0.10251857166938905,1,0,2,0,0,0.8253056179715397,0.5469601200757774
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),38,3,0.7672896188599281,0.6079152250861044,0,38,1,0,0.3335098191480524,1,1,1,0,0,0.9031086968240909,0.6906251514187033
Civil Engineer,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),44,0,0.5064616608771745,0.4173475428421184,1,22,0,0,0.439406410512532,1,0,1,2,8,0.848307551634258,0.4135061873245057
Civil Engineer,Master's,Limited (₹25K-₹75K),Urgent (1-2 years),41,0,0.7852605290921555,0.4867212073173787,1,39,1,1,0.0,2,0,1,0,0,0.4568149645819426,0.8241510351451351
Teacher,High School,Moderate (₹75K-₹2L),Flexible (5+ years),39,5,0.4725703168451183,0.8826301807964232,1,20,0,1,0.5690527283074026,2,0,0,0,0,0.9118631150690304,0.6440491098265685
Software Engineer,Diploma,Very Limited (<₹25K),Flexible (5+ years),40,2,0.7087613092148837,0.7325500386391137,1,38,0,0,0.2957737105757098,1,0,1,0,0,0.45026112897458637,0.6018591385587877
Teacher,High School,Flexible (>₹2L),Medium (2-5 years),45,0,0.3444103193796791,0.4987122990682894,0,29,1,0,0.3700557267676668,2,0,0,2,0,0.5296897221202781,0.5604206085038098
Civil Engineer,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),45,3,0.6624016245473348,0.3530868705884034,0,9,0,0,0.26477036872540105,2,0,2,1,2,0.6190499638698057,0.4235740019216143
Machine Learning Engineer,Diploma,Moderate (₹75K-₹2L),Flexible (5+ years),31,7,0.8189260618943184,0.46403752625950984,2,31,0,0,0.4463861267536874,1,0,1,2,13,0.49932333253435557,0.4906210349401569
Product Manager,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),41,8,0.6626090086339038,0.659806812671992,1,29,1,0,0.5179453887469072,1,0,0,1,0,0.8724725367966659,0.6579691810300676
Civil Engineer,High School,Moderate (₹75K-₹2L),Flexible (5+ years),27,2,0.6065465674456127,0.464910446495092,0,31,0,1,0.690140810739134,0,1,1,1,7,0.4400947835509746,0.49812691243731166
Investment Banker,High School,Flexible (>₹2L),Medium (2-5 years),28,5,0.5897960972237825,0.34736075236629393,0,34,0,0,0.188751947700396,2,0,0,1,2,0.9067864229939913,0.5201317227310469
Product Manager,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),45,8,0.607183833616454,0.7290806242912873,0,13,1,0,0.6316364443129033,1,0,0,0,3,0.9171032811978066,0.5488222022112291
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),31,6,0.536127439555065,0.8242040943418207,0,33,1,0,0.7636124944691833,1,0,2,1,2,0.8320752056547118,0.6196959042882293
Doctor (MBBS),Bachelor's,Very Limited (<₹25K),Flexible (5+ years),36,0,0.3797846524778271,0.45497104032461655,1,7,1,1,0.48079660044495487,2,0,1,2,2,0.6885454197974559,0.5925066941785496
Graphic Designer,Master's,Very Limited (<₹25K),Flexible (5+ years),35,6,0.5634073926675784,0.5213648769482299,1,15,0,0,0.2809170374668033,1,1,1,0,3,0.9370058815675035,0.4599406522807853
Product Manager,High School,Very Limited (<₹25K),Flexible (5+ years),32,6,0.6639750090805573,0.7323239059439243,2,18,0,1,0.3458695675255262,2,1,1,1,0,0.8502955401661514,0.6853648863397314
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),18,0,0.6498069176300243,0.5947589237715346,1,16,1,1,0.5331842394280639,2,0,1,0,0,0.8349523392814258,0.7192636270844032
Software Engineer,High School,Limited (₹25K-₹75K),Medium (2-5 years),42,0,0.6707735971928291,0.43295344819974724,0,15,0,1,0.43824250671444553,2,0,2,0,4,0.33445394977908,0.523491642155093
Software Engineer,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),36,3,0.42915816066892737,0.7697664940027898,2,5,1,1,0.43997020614693927,2,0,2,0,0,0.8248043438455639,0.6892883131191353
Doctor (MBBS),Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),45,0,0.5694347070798189,0.511062267838885,0,7,1,1,0.4858184145037294,1,0,2,0,1,0.41133499938456014,0.5814054441691715
Doctor (MBBS),Diploma,Moderate (₹75K-₹2L),Flexible (5+ years),29,8,0.5115464990493108,0.7690786679073731,2,23,0,0,0.09624851947548824,1,0,1,0,0,0.3757369765615286,0.5428955228502702
Machine Learning Engineer,Diploma,Flexible (>₹2L),Flexible (5+ years),30,1,0.6338312307357612,0.4410937271581474,0,22,0,0,0.4150099234462227,2,0,0,1,0,0.9261835080903025,0.5009889844530784
Civil Engineer,Master's,Limited (₹25K-₹75K),Flexible (5+ years),45,1,0.5124003331386017,0.4745865257217316,1,17,0,0,0.0,2,1,2,0,0,0.7115688027387204,0.4979964856229161
Entrepreneur,High School,Very Limited (<₹25K),Flexible (5+ years),25,0,0.5405182178137619,0.4011086841648914,0,22,0,0,0.2702879863069625,1,0,2,1,0,0.9124722850934777,0.45787916112681193
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),34,0,0.49238656000234915,0.6323352362981143,1,17,1,0,0.40856776386331306,2,1,1,0,0,0.7485737053801911,0.5990778945210309
Teacher,Master's,Very Limited (<₹25K),Flexible (5+ years),31,4,0.6411151701775505,0.6963900116342158,0,32,1,1,0.7693725876128004,2,0,1,0,0,0.6426144473714079,0.7463436287685729
Lawyer,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),28,6,0.3030098280834913,0.6327785449955206,0,37,1,0,0.4616837362682008,1,0,1,1,9,0.72452486947715,0.5224108040264739
Data Scientist,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),35,0,0.6836063643284568,0.48187016350551265,2,40,0,1,0.5517419784506785,2,0,1,0,0,0.9259423903527451,0.7277118179866217
Machine Learning Engineer,High School,Very Limited (<₹25K),Medium (2-5 years),32,10,0.5362359192822215,0.7831894453521309,1,19,1,0,0.7109311944809149,0,0,2,0,0,0.49914870969312675,0.5603864764198746
Civil Engineer,PhD,Moderate (₹75K-₹2L),Flexible (5+ years),29,4,0.8305610664334777,0.4392704428193026,0,28,0,1,0.4193433627058151,0,0,1,0,0,0.35530608092174576,0.5838009156203875
Civil Engineer,Master's,Limited (₹25K-₹75K),Flexible (5+ years),25,7,0.6353451487047251,0.42302423205217154,1,33,0,1,0.5581111099039386,1,0,2,0,4,0.7477579608170288,0.5970883404277586
Product Manager,Diploma,Moderate (₹75K-₹2L),Flexible (5+ years),22,2,0.471947901363224,0.7524055833274277,2,12,0,1,0.8841235397696543,1,0,1,0,4,0.4756623484209731,0.5301606915376582
Entrepreneur,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),22,0,0.7629938317303366,0.0685806601141033,1,37,1,1,0.0,0,1,1,0,5,0.8459852234759899,0.685601793203649
Doctor (MBBS),High School,Moderate (₹75K-₹2L),Flexible (5+ years),35,0,0.7167535566650796,0.4103202601742989,1,28,0,0,0.641603017575278,1,0,2,1,1,0.6374576036900703,0.5030248129982338
Product Manager,Diploma,Limited (₹25K-₹75K),Urgent (1-2 years),21,1,0.8367481068801091,0.4037560701208414,2,14,0,0,0.43213406910401925,2,0,2,0,0,0.7826176797615294,0.5479372124270235
Data Scientist,High School,Flexible (>₹2L),Medium (2-5 years),33,2,0.3968095370027691,0.5766416691109973,0,15,0,0,0.16604839439573027,1,0,2,0,0,0.8870058385411739,0.4331560299744756
Graphic Designer,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),34,0,0.47944956431588953,0.11421970494336109,1,12,0,0,0.4159951302603032,0,1,1,2,0,0.3044216963963396,0.3274441969114839
Graphic Designer,Master's,Very Limited (<₹25K),Flexible (5+ years),45,5,0.37413835089426034,0.21857477521281637,1,36,1,1,0.531905213026062,2,0,1,0,0,0.4818576891555974,0.6651115102672513
Machine Learning Engineer,Diploma,Moderate (₹75K-₹2L),Medium (2-5 years),41,0,0.6139758705862217,0.4402473062163226,0,35,1,0,0.5221317705722801,1,0,1,1,0,0.8092613565705626,0.6094387493496068
Graphic Designer,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),41,5,0.7031964482346718,0.7420612435498899,0,27,1,0,0.656552809310982,2,0,1,0,5,0.4017647751044427,0.6071257411357576
Software Engineer,High School,Limited (₹25K-₹75K),Medium (2-5 years),24,3,0.7895187010490585,0.41475874656280004,2,15,0,0,0.6103750943873307,1,0,1,0,0,0.6910061172381534,0.5053991033367728
Product Manager,Master's,Limited (₹25K-₹75K),Immediate (<1 year),23,5,0.6987950869404359,0.663908280976226,1,27,0,1,0.03395449486115848,1,0,1,2,0,0.5746454139811715,0.6676298054905218
Graphic Designer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),27,3,0.4017423970268369,0.4966271801803591,1,26,0,0,0.4625980336246866,1,0,1,0,0,0.5037602289474974,0.4544006661985618
Graphic Designer,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),20,0,0.7144006038063896,0.7716622403276597,1,33,0,1,0.26468566226306417,1,0,1,1,0,0.7732132212850861,0.707805834761528
Civil Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),23,8,0.6495513197446454,0.5817535177274754,0,10,0,0,0.3277156372395289,2,1,0,0,8,0.5005253490262713,0.40998044386405424
Data Scientist,Master's,Limited (₹25K-₹75K),Medium (2-5 years),30,1,0.5534640829700567,0.7271777887771933,0,37,1,0,0.3903285370142471,1,0,1,0,3,0.6163712303051616,0.6248216195751362
Civil Engineer,Master's,Very Limited (<₹25K),Immediate (<1 year),42,0,0.8254219942695864,0.5241491503390321,2,26,0,0,0.22969015969080725,1,0,1,1,0,0.5882330411176538,0.5841339154761145
Machine Learning Engineer,Master's,Flexible (>₹2L),Flexible (5+ years),23,2,0.7628191181867352,0.591828895799867,2,27,1,0,0.24517119106921975,1,0,1,0,0,0.5820134220305395,0.6844302695553932
Graphic Designer,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),21,0,0.7083384128517504,0.6852192387822612,0,29,0,0,0.4876132565662357,1,0,1,0,0,0.4896550134031338,0.5283026562295342
Software Engineer,Master's,Very Limited (<₹25K),Immediate (<1 year),32,3,0.28534188889431716,0.8459062215071005,1,15,0,1,0.5462824045175092,0,0,1,0,0,0.7284031341156495,0.5243103474848355
Investment Banker,Master's,Flexible (>₹2L),Flexible (5+ years),23,0,0.61604842371078,0.5996782404254863,1,35,0,0,0.621782101416726,2,1,1,0,0,0.919129159458433,0.5842787737080644
Graphic Designer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),31,0,0.34376757285260157,0.43847055020834774,0,27,0,1,0.3933209057178042,1,0,0,1,4,0.3474104433729003,0.4818119073178607
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),22,3,0.6500948614068791,0.7036272487252633,2,28,0,0,0.04439423757542221,1,0,0,0,0,0.6982363229242541,0.598255163857607
Product Manager,PhD,Limited (₹25K-₹75K),Immediate (<1 year),35,0,0.7767786840358821,0.517989176237819,2,6,1,0,0.5048598784708953,1,0,1,0,0,0.35845924550225294,0.5732340815944174
Lawyer,Master's,Very Limited (<₹25K),Urgent (1-2 years),38,8,0.7132824120837823,0.6638814345036341,1,38,0,0,0.8278515613618688,1,0,1,3,1,0.48665906857078756,0.5610124062860808
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),38,5,0.6305468732320896,0.3451181548061293,0,33,0,1,0.4131030447653517,1,0,0,0,13,0.35262962396742414,0.48693676016077425
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),32,5,0.6500575819624884,0.5886842516901933,2,21,0,1,0.5560689966905067,1,0,1,1,0,0.7389359519595309,0.6312075019094779
Lawyer,PhD,Very Limited (<₹25K),Urgent (1-2 years),20,9,0.7054408632510206,0.5388931149245623,0,38,1,0,0.4191207962777481,1,0,1,1,3,0.3835315201381009,0.6176426760819062
Machine Learning Engineer,PhD,Flexible (>₹2L),Flexible (5+ years),40,1,0.48283900390233625,0.7362492448596507,2,24,1,0,0.6098193383137295,2,1,2,0,0,0.607544964754374,0.6468914688314471
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),39,7,0.3687054863827838,0.46837982373421316,1,5,1,1,0.5849931627249048,0,1,2,1,0,0.7143272009728169,0.5442147727490843
Software Engineer,Master's,Flexible (>₹2L),Flexible (5+ years),19,5,0.769207878828128,0.3889915117783387,1,13,0,0,0.5612386993737454,0,0,1,1,3,0.849089458226864,0.4303328404750324
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),26,7,0.619366257246719,0.6771334234435696,0,10,1,0,0.2198475028178979,1,0,1,0,0,0.9028109476952648,0.5720914372097476
Teacher,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),26,4,0.5909860871216744,0.48836774293226753,1,20,1,1,0.15538978755342464,1,0,2,0,14,0.5526165196832604,0.5929803821373334
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),20,1,0.5949823830047707,0.5136495845882784,0,22,0,1,0.2881566288958244,0,0,1,0,0,0.9389376144825232,0.5610829635685307
Civil Engineer,High School,Moderate (₹75K-₹2L),Flexible (5+ years),23,0,0.5775392780131605,0.4067400759995087,0,12,0,0,0.6885578248238569,1,0,1,0,0,0.3559052328820171,0.3798862374054664
Civil Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),26,4,0.4722287769839704,0.47822587304680586,0,18,0,0,0.7468411435904765,2,1,1,0,0,0.38724258248220944,0.4156997082984016
Product Manager,Bachelor's,Moderate (₹75K-₹2L),Immediate (<1 year),25,0,0.6020661649482109,0.3989946143809403,0,28,1,0,0.46833918692476395,2,0,1,0,3,0.5741067716674357,0.5705508043839169
Product Manager,Master's,Very Limited (<₹25K),Urgent (1-2 years),42,3,0.42209759744339925,0.36326571582970935,1,37,0,1,0.6968538949693657,1,0,2,0,0,0.3538542262804918,0.5605093934286925
Data Scientist,Diploma,Very Limited (<₹25K),Flexible (5+ years),23,5,0.389011920947351,0.5194332416023955,0,31,0,0,0.23224133518378687,0,0,1,2,2,0.6611402571769881,0.43007898319615634
Product Manager,PhD,Limited (₹25K-₹75K),Flexible (5+ years),20,4,0.7992133645536981,0.421922613554237,0,11,1,0,0.23271910004657204,1,1,2,1,0,0.7523530825318436,0.5653627640681387
Product Manager,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),31,7,0.5853447246315808,0.5199458730856639,1,38,0,1,0.5017716978278335,0,0,2,1,0,0.9093666350463399,0.632940572750091
Product Manager,Master's,Limited (₹25K-₹75K),Medium (2-5 years),40,0,0.6817470902445603,0.714170958944287,0,7,0,0,0.611446740657352,1,1,2,0,0,0.3366245122441379,0.4309839504698944
Data Scientist,PhD,Limited (₹25K-₹75K),Medium (2-5 years),36,0,0.4434282370039636,0.6078867740530869,0,16,0,1,0.18803167659485076,0,0,1,0,0,0.5381290352494925,0.5073735314414878
Data Scientist,Master's,Moderate (₹75K-₹2L),Urgent (1-2 years),37,4,0.4706290312640201,0.591501522672379,1,15,0,0,0.21886333993001536,1,0,2,3,1,0.6311441134798941,0.4530484066644882
Civil Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),30,1,0.28656688283466997,0.6487356194728976,1,13,0,0,0.6612193550280482,1,0,2,2,0,0.5312788000701546,0.396876691739974
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),41,1,0.6616718410272219,0.4285397511222193,0,25,1,0,0.46110624413389795,1,0,1,0,0,0.377441911175437,0.5611821142258543
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),28,5,0.460469616096445,0.29494412260539893,0,7,0,1,0.4690680118859263,2,0,0,0,0,0.6593781631419523,0.47210104917290013
Teacher,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),34,9,0.9141685347915873,0.3446718350787442,1,31,0,0,0.36376892580107434,1,0,1,0,2,0.6403323805439636,0.5512793216239402
Software Engineer,High School,Moderate (₹75K-₹2L),Urgent (1-2 years),43,2,0.8140615867008463,0.6668752486123805,1,10,0,0,0.5082187458845875,2,0,1,1,0,0.5806662584293167,0.5289659802592628
Data Scientist,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),23,3,0.5409366779589714,0.5494424824597633,0,40,1,1,0.652269852494682,0,0,1,0,3,0.34609332836914225,0.6552948817544818
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),44,3,0.5852420564458217,0.3779815856519654,1,34,1,0,0.5725286808557699,1,0,1,3,14,0.8610086401661987,0.5223363137691474
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),22,3,0.4267365730311513,0.3826487495891745,2,6,0,0,0.4276309393092015,1,0,2,1,0,0.8911119039769975,0.41341867527799625
Data Scientist,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),35,6,0.6876024413627159,0.5685397033444443,1,29,0,0,0.6347713392647574,0,0,2,2,0,0.7596930192972238,0.5127975277758332
Entrepreneur,Master's,Limited (₹25K-₹75K),Medium (2-5 years),23,0,0.5207079591996931,0.5197303414112315,1,21,1,0,0.4031735928323521,2,0,2,0,0,0.8096064011120934,0.6061727834656104
Investment Banker,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),18,12,0.40690029977636266,0.24260035334031643,1,33,0,1,0.5727371221543791,1,0,1,0,0,0.4255266359521107,0.5341595886462066
Doctor (MBBS),Master's,Moderate (₹75K-₹2L),Flexible (5+ years),28,0,0.4952996177956985,0.45430499222611326,0,7,1,0,0.36591594655369175,1,1,2,0,0,0.48564910795522354,0.47444233046313333
Product Manager,Master's,Limited (₹25K-₹75K),Medium (2-5 years),38,2,0.8206190355851838,0.387727471979584,1,16,0,0,0.19606054033845377,1,1,0,1,3,0.90968889454898,0.4979643456245007
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),22,8,0.6265282364506501,0.28668039246759036,1,19,0,0,0.4675721097626011,2,0,1,0,1,0.7139190596353892,0.4702083869872413
Doctor (MBBS),Master's,Limited (₹25K-₹75K),Medium (2-5 years),42,0,0.45378285703065435,0.5648166270513928,2,27,0,0,0.08567997821678347,2,0,1,1,2,0.874167773172027,0.5528201218782687
Lawyer,High School,Very Limited (<₹25K),Flexible (5+ years),43,9,0.6178437225160723,0.4177328059491836,0,28,0,0,0.5194730486512482,1,0,1,0,2,0.42470264482977155,0.4481568118711849
Machine Learning Engineer,Master's,Flexible (>₹2L),Flexible (5+ years),19,7,0.42794906516706965,0.32602495911772256,0,17,0,0,0.7115799106677223,2,0,1,0,0,0.8426317848661238,0.40479615061099233
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),21,4,0.48672150422479976,0.527091868952168,2,7,0,0,0.33945396307108927,2,0,2,2,6,0.8697135958968802,0.4391710628290747
Product Manager,Diploma,Flexible (>₹2L),Urgent (1-2 years),25,1,0.5701022187420325,0.21204522436983364,1,24,0,0,0.40737495401024215,2,0,2,0,0,0.7171716618436249,0.4763170627955507
Graphic Designer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),23,5,0.7752642311166251,0.568846638264825,1,8,1,0,0.4286080497302392,2,0,0,0,0,0.904312475387913,0.6191650632459326
Civil Engineer,High School,Limited (₹25K-₹75K),Medium (2-5 years),43,4,0.5120520661159849,0.6574892071999648,0,34,0,0,0.5750595414961324,2,1,1,2,2,0.38978540951045104,0.5059367543705743
Teacher,High School,Moderate (₹75K-₹2L),Medium (2-5 years),41,4,0.4061546877608935,0.7104640436871745,1,23,0,0,0.22309238322593422,1,1,2,0,0,0.3981527639162033,0.48280356313976835
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),31,7,0.5300586236552731,0.41947677183987886,1,11,0,1,0.4469363780787639,0,1,1,0,0,0.43880778689184263,0.48477681094769043
Product Manager,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),32,0,0.6226106110814051,0.6055015520779726,0,6,0,1,0.2464845567754435,1,1,2,0,2,0.5467788619878344,0.5145287369552631
Civil Engineer,Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),19,4,0.7152162930329067,0.4456612553068225,0,34,0,0,0.10076003222371632,2,0,0,0,2,0.5285924933920281,0.545450736627687
Civil Engineer,Master's,Very Limited (<₹25K),Urgent (1-2 years),27,0,0.5665458455198032,0.5693802714196349,1,35,0,0,0.47932146285317384,1,0,2,2,2,0.6945619076846674,0.5273948987251473
Civil Engineer,High School,Moderate (₹75K-₹2L),Flexible (5+ years),28,5,0.3219466030403483,0.3682782222278687,1,36,0,1,0.5521813088994427,2,0,2,3,8,0.6179482070120206,0.5295860655145456
Machine Learning Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),44,4,0.6237615628558955,0.5166015393657767,1,34,1,1,0.4213546178937887,0,0,1,3,1,0.4741502142235492,0.700715656625867
Civil Engineer,Bachelor's,Very Limited (<₹25K),Immediate (<1 year),26,7,0.32378545025937844,0.6941043405084022,2,29,1,1,0.02005080463195641,1,0,2,1,0,0.7886846073753492,0.7410544312653057
